category,flow_id,src_ip,dst_ip,time_s,rtt_ms
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,28.7291,1.529
Campus WiFi,192.168.2.143:58376->172.16.5.69:22,192.168.2.143,172.16.5.69,28.7478,5.1499
Campus WiFi,192.168.2.143:58376->172.16.5.69:22,192.168.2.143,172.16.5.69,28.7638,6.0783
Campus WiFi,192.168.2.143:58376->172.16.5.69:22,192.168.2.143,172.16.5.69,28.791,10.2173
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,28.855,40.5647
Campus WiFi,192.168.2.143:58376->172.16.5.69:22,192.168.2.143,172.16.5.69,28.9339,12.7502
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,28.9903,1.4188
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,29.0206,61.7096
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,29.0403,60.1431
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,29.0453,61.1362
Campus WiFi,192.168.2.143:58376->172.16.5.69:22,192.168.2.143,172.16.5.69,29.0652,7.4674
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,29.1194,372.3296
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,29.1312,58.5126
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,29.1427,1.4728
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,29.1689,44.8884
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,29.2478,57.3906
Campus WiFi,192.168.2.143:58376->172.16.5.69:22,192.168.2.143,172.16.5.69,29.2738,11.6874
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,29.2951,4.1978
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,29.3249,7.5983
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,29.3739,35.7255
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,29.3904,1.4441
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,29.48,5.5603
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,29.5141,1.0759
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,29.5308,0.9759
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,29.5319,1.1479
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,29.5521,0.8684
LAN (Wired),192.168.1.112:62654->172.16.2.64:443,192.168.1.112,172.16.2.64,29.5537,1.3536
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,29.6255,39.3617
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,29.6408,9.2495
LAN (Wired),192.168.1.48:59677->172.16.5.77:80,192.168.1.48,172.16.5.77,29.642,1.2747
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,29.6861,59.4466
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,29.692,0.7117
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,29.703,1.1129
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,29.714,50.9496
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,29.7191,1.3503
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,29.769,43.3266
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,29.8192,8.389
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,29.8224,0.7976
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,29.9191,52.4589
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,29.9283,5.3053
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,29.933,31.9084
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,29.9477,46.1758
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,29.9509,1.2444
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,29.9516,60.6521
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,29.9553,40.3002
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,29.983,49.5252
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,30.026,43.7124
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,30.1172,10.0758
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,30.1305,1.1951
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,30.1755,40.0702
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,30.1892,1.3652
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,30.3365,51.1941
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,30.4247,56.5782
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,30.4303,0.9597
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,30.4691,42.3184
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,30.5774,1.7222
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,30.6735,0.9634
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,30.6931,6.7329
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,30.6979,44.767
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,30.768,13.4616
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,30.7805,1.6395
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,30.8143,25.6043
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,30.8171,40.8082
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,30.8845,41.3618
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,30.9463,1.5254
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,30.9494,25.0501
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,30.9837,7.2594
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,31.0111,0.6301
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,31.1137,40.5599
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,31.1413,1.1916
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,31.1438,37.356
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,31.166,1.2469
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,31.2416,61.4933
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,31.3623,45.8406
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,31.408,50.0887
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,31.4184,64.1838
Campus WiFi,192.168.2.143:58376->172.16.5.69:22,192.168.2.143,172.16.5.69,31.4302,85.5108
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,31.4552,44.6817
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,31.4655,1.5167
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,31.5021,154.9366
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,31.571,56.4037
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,31.5945,283.8646
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,31.6085,54.5993
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,31.6432,8.3417
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,31.6475,1.0833
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,31.6518,1.2084
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,31.6574,47.3368
Campus WiFi,192.168.2.209:60016->172.16.2.25:80,192.168.2.209,172.16.2.25,31.6886,11.8277
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,31.8206,2.037
Campus WiFi,192.168.2.143:58376->172.16.5.69:22,192.168.2.143,172.16.5.69,31.8495,15.428
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,31.8965,1.4496
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,31.9221,42.9741
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,31.9278,0.7143
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,31.9364,9.7153
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,31.9557,41.8944
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,32.0192,47.8604
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,32.1089,7.8152
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,32.133,44.6831
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,32.1415,54.5219
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,32.1796,1.5302
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,32.202,39.7634
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,32.2191,43.7466
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,32.2403,0.9126
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,32.3225,51.0131
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,32.3742,31.1658
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,32.3986,226.2737
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,32.51,46.4785
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,32.511,1.4513
LAN (Wired),192.168.1.123:64650->172.16.2.202:8080,192.168.1.123,172.16.2.202,32.5466,1.1861
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,32.5779,9.4253
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,32.6675,1.4381
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,32.7445,54.3559
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,32.748,65.5274
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,32.8005,40.9942
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,32.8087,9.1494
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,32.8136,39.5977
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,32.8483,32.3558
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,32.8748,42.4893
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,32.9221,53.3635
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,32.936,44.3413
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,32.968,11.6498
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,32.9736,6.6736
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,33.0007,1.1191
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,33.0221,33.3401
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,33.0596,6.4604
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,33.0655,24.7987
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,33.1347,10.6594
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,33.1666,30.1878
Campus WiFi,192.168.2.143:58376->172.16.5.69:22,192.168.2.143,172.16.5.69,33.21,66.9324
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,33.2198,9.7237
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,33.3298,58.9425
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,33.3557,29.1597
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,33.4406,4.1267
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,33.4918,42.8894
Campus WiFi,192.168.2.143:58376->172.16.5.69:22,192.168.2.143,172.16.5.69,33.5539,42.3175
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,33.5566,43.3506
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,33.5963,52.8708
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,33.599,5.9454
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,33.6109,59.267
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,33.6542,48.1843
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,33.686,5.8365
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,33.7166,54.6049
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,33.7299,1.2388
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,33.7963,10.5254
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,33.8354,1.3297
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,33.8626,43.9396
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,33.8939,41.3036
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,33.9293,37.8904
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,33.9351,193.7774
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,33.956,71.0513
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,33.9561,53.1345
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,33.9819,9.0326
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,33.9855,12.5612
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,34.0099,50.1831
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,34.1338,14.4095
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,34.3178,51.5554
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,34.3276,246.0086
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,34.3787,56.3703
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,34.3817,272.4491
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,34.4003,33.8718
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,34.4433,42.6611
LAN (Wired),192.168.1.165:58164->172.16.1.8:443,192.168.1.165,172.16.1.8,34.4817,1.1946
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,34.5334,65.3406
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,34.5679,481.5547
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,34.6694,43.6847
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,34.8617,44.0027
Campus WiFi,192.168.2.209:60016->172.16.2.25:80,192.168.2.209,172.16.2.25,34.8702,14.3432
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,34.8703,1.0116
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,34.9984,37.1511
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,35.0477,6.7225
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,35.0942,1.59
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,35.0988,53.4996
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,35.2479,49.8846
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,35.414,42.4209
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,35.4407,60.7237
Campus WiFi,192.168.2.209:60016->172.16.2.25:80,192.168.2.209,172.16.2.25,35.4625,10.6694
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,35.4947,9.5703
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,35.5353,1.5431
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,35.5392,23.0324
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,35.561,6.4592
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,35.5992,1.6632
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,35.6004,6.8008
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,35.6505,40.3378
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,35.6807,57.0126
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,35.7055,126.6557
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,35.7836,0.9291
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,35.7922,56.7024
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,35.8349,13.452
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,35.9067,12.3049
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,36.0811,236.3629
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,36.2059,131.1373
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,36.2548,14.9327
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,36.3188,47.275
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,36.4063,47.3678
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,36.5003,37.6588
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,36.5392,45.0771
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,36.6375,45.0063
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,36.6687,44.5556
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,36.6964,438.0372
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,36.7126,31.4788
Campus WiFi,192.168.2.209:60016->172.16.2.25:80,192.168.2.209,172.16.2.25,36.7259,10.8747
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,36.8204,58.4894
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,36.8398,42.0473
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,36.8612,6.5391
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,36.8868,9.4148
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,36.9319,53.0561
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,36.9475,0.8411
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,37.0754,10.0085
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,37.0917,239.4981
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,37.2086,48.3619
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,37.2097,1.1412
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,37.3769,61.7482
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,37.4414,14.2426
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,37.5022,64.387
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,37.6819,0.637
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,37.6839,57.6727
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,37.7023,44.7755
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,37.7407,56.4345
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,37.7779,1.2928
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,38.0476,64.6796
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,38.0725,3.6496
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,38.0837,8.4474
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,38.1301,1.1146
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,38.2818,0.8698
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,38.3301,60.779
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,38.4375,78.6034
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,38.6578,59.8336
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,38.6713,44.8266
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,38.7686,0.9972
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,38.9362,10.6821
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,38.9462,410.1607
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,38.9505,61.4839
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,39.0655,10.6073
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,39.1471,6.6105
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,39.1623,42.6319
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,39.2395,409.1405
Campus WiFi,192.168.2.231:60461->172.16.4.211:443,192.168.2.231,172.16.4.211,39.2981,9.2161
Remote Internet,10.0.5.200:61616->172.16.1.157:22,10.0.5.200,172.16.1.157,39.4151,39.3595
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,39.4417,34.881
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,39.5749,36.6909
Remote Internet,10.0.5.3:62065->172.16.5.154:80,10.0.5.3,172.16.5.154,39.6718,25.7764
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,39.7231,39.3139
Remote Internet,10.0.5.200:61616->172.16.1.157:22,10.0.5.200,172.16.1.157,39.7513,42.0357
Remote Internet,10.0.5.200:61616->172.16.1.157:22,10.0.5.200,172.16.1.157,39.7545,432.511
Remote Internet,10.0.5.200:61616->172.16.1.157:22,10.0.5.200,172.16.1.157,39.8782,39.7594
Remote Internet,10.0.5.200:61616->172.16.1.157:22,10.0.5.200,172.16.1.157,40.0369,42.8253
Remote Internet,10.0.5.231:58154->172.16.5.224:8080,10.0.5.231,172.16.5.224,40.0572,52.1227
Remote Internet,10.0.5.144:61283->172.16.4.47:8080,10.0.5.144,172.16.4.47,40.1495,35.2848
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,40.2342,0.9745
Remote Internet,10.0.5.200:61616->172.16.1.157:22,10.0.5.200,172.16.1.157,40.337,44.2064
Remote Internet,10.0.5.200:61616->172.16.1.157:22,10.0.5.200,172.16.1.157,40.3376,70.1967
Remote Internet,10.0.5.220:53628->172.16.1.48:22,10.0.5.220,172.16.1.48,40.3427,41.2071
LAN (Wired),192.168.1.178:56242->172.16.2.51:8080,192.168.1.178,172.16.2.51,40.3515,0.799
Remote Internet,10.0.5.200:61616->172.16.1.157:22,10.0.5.200,172.16.1.157,40.4129,37.2075
Remote Internet,10.0.5.200:61616->172.16.1.157:22,10.0.5.200,172.16.1.157,40.4904,62.0352
